Package Type,Destination,Itinerary,Travel Date,Start City,Airline,Flight Stops,Meals
Standard,Paris,4N Paris,10/11/2021,New Delhi,Air India|Air India|Swiss|Swiss,2,3
Premium,Munnar|Thekkady|Kumarakom,2N Munnar . 2N Thekkady . 2N Kumarakom,9/4/2021,New Delhi,IndiGo,0,5
Standard,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,8/10/2021,Mumbai,Not Available,2,3
Standard,Munnar|Kumarakom,2N Munnar . 1N Kumarakom,17-07-2021,Mumbai,IndiGo,2,3
Premium,Thimpu|Punakha|Paro,2N Thimpu . 2N Punakha . 3N Paro,10/1/2022,New Delhi,Not Available,0,5
Deluxe,Srinagar|Pahalgam|Gulmarg|Srinagar,1N Srinagar . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,4/5/2021,New Delhi,IndiGo,1,3
Premium,Bangalore|Mysore|Ooty,1N Bangalore . 1N Mysore . 3N Ooty,5/11/2021,New Delhi,Spicejet,0,5
Premium,Goa,4N Goa,17-10-2021,New Delhi,IndiGo,0,5
Deluxe,Manali,3N Manali,10/6/2021,Mumbai,Not Available,1,3
Deluxe,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,22-07-2021,Mumbai,Not Available,1,3
Premium,Jaipur|Pushkar,2N Jaipur . 1N Pushkar,4/9/2021,New Delhi,Air India,0,5
Standard,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,10/9/2021,New Delhi,Spicejet,2,3
Premium,Cochin|Munnar|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Allepey . 2N Kovalam and Poovar,18-10-2021,New Delhi,IndiGo|IndiGo,0,5
Luxury,Ooty,2N Ooty,20-02-2021,Mumbai,Spicejet,0,4
Luxury,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,29-11-2021,New Delhi,Air India,0,4
Deluxe,Munnar|Thekkady,2N Munnar . 1N Thekkady,25-08-2021,Mumbai,Spicejet,1,3
Deluxe,Darjeeling|Gangtok,2N Darjeeling . 2N Gangtok,12/6/2021,New Delhi,Spicejet,1,3
Premium,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,15-10-2021,New Delhi,Not Available,0,5
Standard,Coorg|Ooty,3N Coorg . 3N Ooty,14-03-2021,Mumbai,Vistara|Spicejet,2,3
Luxury,Shimla|Chail,3N Shimla . 1N Chail,11/11/2021,New Delhi,Not Available,0,4
Standard,Gangtok|Pelling|Darjeeling,6N Gangtok . 1N Pelling . 2N Darjeeling,1/4/2021,New Delhi,Spicejet,2,3
Deluxe,Munnar,3N Munnar,2/3/2021,New Delhi,Air India,1,3
Luxury,Goa,7N Goa,28-05-2021,New Delhi,Spicejet,0,4
Standard,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,16-05-2021,Mumbai,Not Available,2,3
Standard,Shillong|Guwahati,3N Shillong . 1N Guwahati,29-09-2021,New Delhi,Spicejet,2,3
Premium,Ooty|Mysore,2N Ooty . 1N Mysore,3/5/2021,Mumbai,Spicejet|Vistara,0,5
Deluxe,Shimla|Manali|Chandigarh,2N Shimla . 2N Manali . 1N Chandigarh,31-10-2021,Mumbai,Not Available,1,3
Deluxe,Singapore|Bali,4N Singapore . 4N Bali,22-09-2021,Mumbai,Malindo Air|Malindo Air|Malindo Air|Malindo Air|Malindo Air|Malindo Air,1,3
Deluxe,Kandy|Bentota|Colombo,2N Kandy . 2N Bentota . 2N Colombo,6/7/2021,New Delhi,Not Available,1,3
Standard,Manali,3N Manali,8/3/2021,New Delhi,Not Available,2,3
Deluxe,Bentota|Colombo,1N Bentota . 1N Colombo,17-06-2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Premium,Haridwar|Mussoorie,1N Haridwar . 2N Mussoorie,30-09-2021,New Delhi,Go Air,0,5
Deluxe,Munnar|Thekkady|Allepey|Kovalam,3N Munnar . 1N Thekkady . 2N Allepey . 2N Kovalam,28-01-2022,New Delhi,IndiGo|Spicejet,1,3
Premium,Port Blair|Havelock|Port Blair,2N Port Blair . 2N Havelock . 1N Port Blair,31-10-2021,New Delhi,IndiGo|IndiGo,0,5
Standard,Copenhagen|Helsinki,3N Copenhagen . 2N Helsinki,11/6/2021,New Delhi,Turkish Airlines|Turkish Airlines|Finnair|Turkish Airlines|Turkish Airlines,2,3
Standard,Shimla|Manali,2N Shimla . 3N Manali,9/11/2021,New Delhi,Go Air,2,3
Deluxe,Manali|Kasol,3N Manali . 2N Kasol,24-11-2021,Mumbai,Go Air,1,3
Premium,Ooty|Kodaikanal,2N Ooty . 3N Kodaikanal,8/3/2021,New Delhi,Spicejet,0,5
Premium,Kuala Lumpur,7N Kuala Lumpur,8/8/2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,0,5
Deluxe,Shimla|Manali|Dalhousie|Amritsar,2N Shimla . 3N Manali . 2N Dalhousie . 1N Amritsar,11/9/2021,Mumbai,Not Available,1,3
Standard,Munnar|Thekkady|Kumarakom|Kovalam and Poovar,2N Munnar . 1N Thekkady . 2N Kumarakom . 2N Kovalam and Poovar,20-11-2021,Mumbai,IndiGo|Spicejet,2,3
Premium,Bangalore|Mysore|Ooty,1N Bangalore . 1N Mysore . 3N Ooty,13-01-2022,Mumbai,IndiGo,0,5
Standard,Gangtok|Lachung|Gangtok|Darjeeling,1N Gangtok . 1N Lachung . 1N Gangtok . 2N Darjeeling,28-11-2021,New Delhi,IndiGo|IndiGo,2,3
Luxury,Darjeeling|Pelling|Gangtok,2N Darjeeling . 2N Pelling . 2N Gangtok,2/9/2021,New Delhi,IndiGo,0,4
Luxury,Jaipur|Jodhpur|Jaisalmer|Bikaner|Jaipur,1N Jaipur . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner . 2N Jaipur,16-04-2021,New Delhi,IndiGo,0,4
Standard,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 2N Pahalgam . 3N Srinagar,30-11-2021,Mumbai,Vistara|Vistara,2,3
Deluxe,Anuradhapura|Sigiriya|Kandy|Nuwara Eliya|Yala|Galle|Bentota|Colombo,1N Anuradhapura . 1N Sigiriya . 1N Kandy . 1N Nuwara Eliya . 1N Yala . 1N Galle . 1N Bentota . 1N Colombo,1/6/2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Deluxe,Manali|Amritsar,3N Manali . 2N Amritsar,23-04-2021,New Delhi,Not Available,1,3
Standard,Bentota|Colombo,2N Bentota . 1N Colombo,25-02-2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Standard,Dalhousie|Dharamshala|Shimla,3N Dalhousie . 2N Dharamshala . 2N Shimla,5/5/2021,New Delhi,Not Available,2,3
Deluxe,Port Blair|Havelock|Port Blair,2N Port Blair . 2N Havelock . 1N Port Blair,30-04-2021,Mumbai,IndiGo|IndiGo,1,3
Premium,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,6/12/2021,New Delhi,Not Available,0,5
Premium,Mysore|Coorg,2N Mysore . 1N Coorg,8/11/2021,New Delhi,Spicejet,0,5
Standard,Pattaya|Bangkok,3N Pattaya . 1N Bangkok,26-07-2021,New Delhi,Spicejet|Spicejet,2,3
Deluxe,Bentota|Colombo,1N Bentota . 1N Colombo,29-12-2021,New Delhi,Air India|Air India|Air India|Air India,1,3
Premium,Jaipur,3N Jaipur,11/10/2021,New Delhi,IndiGo,0,5
Standard,Kumarakom,2N Kumarakom,29-04-2021,New Delhi,IndiGo,2,3
Premium,New Delhi|Agra|Jaipur,1N New Delhi . 1N Agra . 1N Jaipur,2/2/2021,New Delhi,Go Air,0,5
Standard,Kandy|Bentota|Colombo,1N Kandy . 1N Bentota . 1N Colombo,1/9/2021,New Delhi,Spicejet|Spicejet|Spicejet|Spicejet,2,3
Standard,Udaipur,3N Udaipur,18-06-2021,New Delhi,IndiGo,2,3
Deluxe,Bali,5N Bali,29-05-2021,Mumbai,Not Available,1,3
Deluxe,Udaipur,2N Udaipur,8/6/2021,Mumbai,Air India|Spicejet,1,3
Premium,Dalhousie|Manali,2N Dalhousie . 3N Manali,26-06-2021,Mumbai,Not Available,0,5
Deluxe,Gangtok|Lachung|Gangtok|Pelling|Darjeeling,2N Gangtok . 1N Lachung . 1N Gangtok . 2N Pelling . 3N Darjeeling,18-02-2021,Mumbai,IndiGo,1,3
Deluxe,Amritsar|Dalhousie|Dharamshala|Manali|Shimla|Chandigarh,1N Amritsar . 2N Dalhousie . 2N Dharamshala . 3N Manali . 2N Shimla . 1N Chandigarh,12/4/2021,Mumbai,Vistara,1,3
Standard,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,7/10/2021,Mumbai,AirAsia|Spicejet,2,3
Deluxe,Udaipur|Kishangarh|Jaipur|Mandawa,2N Udaipur . 1N Kishangarh . 2N Jaipur . 1N Mandawa,26-07-2021,New Delhi,IndiGo|IndiGo,1,3
Standard,Srinagar,2N Srinagar,1/11/2021,Mumbai,IndiGo|IndiGo,2,3
Deluxe,Kandy|Nuwara Eliya|Bentota|Colombo,1N Kandy . 1N Nuwara Eliya . 1N Bentota . 1N Colombo,1/4/2022,New Delhi,Air India|Air India|Air India|Air India,1,3
Standard,Darjeeling|Kalimpong|Gangtok,2N Darjeeling . 1N Kalimpong . 3N Gangtok,6/7/2021,New Delhi,Spicejet,2,3
Premium,Mussoorie|Rishikesh|Haridwar,2N Mussoorie . 2N Rishikesh . 2N Haridwar,24-07-2021,New Delhi,Go Air,0,5
Standard,Katra|Srinagar|Gulmarg|Pahalgam,2N Katra . 3N Srinagar . 1N Gulmarg . 1N Pahalgam,6/5/2021,Mumbai,Not Available,2,3
Premium,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,3/10/2021,New Delhi,AirAsia|Spicejet,0,5
Premium,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,7/10/2021,Mumbai,Not Available,0,5
Premium,Srinagar|Pahalgam|Srinagar,1N Srinagar . 2N Pahalgam . 1N Srinagar,11/12/2021,New Delhi,IndiGo,0,5
Premium,Goa,3N Goa,13-05-2021,New Delhi,Spicejet,0,5
Premium,Udaipur|Kishangarh|Jaipur|Mandawa,2N Udaipur . 1N Kishangarh . 2N Jaipur . 1N Mandawa,11/10/2021,Mumbai,IndiGo|IndiGo,0,5
Standard,Pahalgam|Gulmarg|Srinagar,2N Pahalgam . 1N Gulmarg . 2N Srinagar,16-12-2021,New Delhi,IndiGo,2,3
Luxury,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,18-04-2021,New Delhi,Spicejet|Vistara,0,4
Premium,Srinagar|Gulmarg,3N Srinagar . 2N Gulmarg,23-02-2022,Mumbai,Go Air|Go Air,0,5
Budget,Darjeeling,4N Darjeeling,13-08-2021,New Delhi,IndiGo,2,2
Deluxe,Dalhousie|Manali,2N Dalhousie . 3N Manali,9/1/2022,New Delhi,Not Available,1,3
Luxury,New Delhi|Haridwar|Rishikesh|Mussoorie,1N New Delhi . 1N Haridwar . 1N Rishikesh . 2N Mussoorie,23-09-2021,New Delhi,Go Air,0,4
Deluxe,Kuala Lumpur|Bali,2N Kuala Lumpur . 3N Bali,24-06-2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,1,3
Luxury,Srinagar|Gulmarg|Srinagar,1N Srinagar . 1N Gulmarg . 2N Srinagar,23-02-2021,Mumbai,IndiGo,0,4
Luxury,Nainital|Kausani|Ranikhet|New Delhi,2N Nainital . 2N Kausani . 1N Ranikhet . 1N New Delhi,8/10/2021,Mumbai,Spicejet,0,4
Luxury,Dalhousie|Dharamshala,3N Dalhousie . 2N Dharamshala,6/3/2021,New Delhi,Not Available,0,4
Standard,Shimla|Manali|Dalhousie|Amritsar,2N Shimla . 3N Manali . 2N Dalhousie . 1N Amritsar,18-04-2021,Mumbai,Not Available,2,3
Premium,Darjeeling,5N Darjeeling,2/2/2021,Mumbai,Spicejet,0,5
Standard,Ooty|Kodaikanal,2N Ooty . 2N Kodaikanal,2/10/2021,Mumbai,Go Air|Spicejet,2,3
Deluxe,Manali,3N Manali,13-03-2021,Mumbai,Not Available,1,3
Premium,New Delhi|Agra|Jaipur|New Delhi,1N New Delhi . 1N Agra . 2N Jaipur . 1N New Delhi,11/2/2021,New Delhi,Go Air,0,5
Premium,New Delhi|Agra|Jaipur|Udaipur,1N New Delhi . 1N Agra . 2N Jaipur . 2N Udaipur,28-07-2021,New Delhi,Not Available,0,5
Deluxe,Port Blair|Havelock|Port Blair,2N Port Blair . 2N Havelock . 1N Port Blair,30-06-2021,New Delhi,Go Air,1,3
Standard,Kasauli,2N Kasauli,24-09-2021,New Delhi,Not Available,2,3
Premium,Agra|Lucknow|Varanasi,2N Agra . 1N Lucknow . 2N Varanasi,10/12/2021,New Delhi,Spicejet|Spicejet,0,5
Deluxe,Kaziranga|Shillong,2N Kaziranga . 3N Shillong,19-06-2021,Mumbai,Spicejet,1,3
Deluxe,Goa,3N Goa,16-01-2022,New Delhi,Go Air,1,3
Luxury,Jaipur|Udaipur|Mount Abu,2N Jaipur . 2N Udaipur . 1N Mount Abu,9/10/2021,New Delhi,Go Air|IndiGo,0,4
Luxury,New Delhi|Agra,2N New Delhi . 1N Agra,24-10-2021,Mumbai,Go Air,0,4
Luxury,Amritsar,2N Amritsar,21-06-2021,Mumbai,Spicejet,0,4
Premium,Pattaya|Bangkok,2N Pattaya . 2N Bangkok,23-06-2021,Mumbai,Go Air|Go Air,0,5
Premium,Gangtok,3N Gangtok,12/9/2021,New Delhi,Not Available,0,5
Premium,Gangtok|Namchi|Pelling|Darjeeling,3N Gangtok . 1N Namchi . 1N Pelling . 2N Darjeeling,2/2/2021,Mumbai,Spicejet,0,5
Deluxe,Udaipur,3N Udaipur,22-06-2021,New Delhi,IndiGo,1,3
Standard,Goa,3N Goa,30-05-2021,New Delhi,Go Air,2,3
Premium,Darjeeling|Pelling|Gangtok,2N Darjeeling . 2N Pelling . 3N Gangtok,27-04-2021,New Delhi,Go Air,0,5
Deluxe,Goa,4N Goa,2/8/2021,New Delhi,Go Air,1,3
Premium,Shillong|Guwahati,3N Shillong . 1N Guwahati,8/10/2021,New Delhi,Spicejet|Spicejet,0,5
Luxury,Ranthambhore|Jaipur,1N Ranthambhore . 1N Jaipur,15-11-2021,Mumbai,Not Available,0,4
Deluxe,New Delhi|Agra|Ranthambhore|Jaipur,2N New Delhi . 1N Agra . 2N Ranthambhore . 2N Jaipur,9/10/2021,New Delhi,IndiGo|IndiGo,1,3
Luxury,Goa,3N Goa,3/6/2021,New Delhi,Go Air,0,4
Deluxe,Jaipur|Pushkar|Jodhpur|Udaipur,2N Jaipur . 1N Pushkar . 2N Jodhpur . 2N Udaipur,20-05-2021,New Delhi,Spicejet|IndiGo,1,3
Premium,Gangtok|Pelling|Darjeeling,2N Gangtok . 1N Pelling . 2N Darjeeling,23-06-2021,New Delhi,IndiGo,0,5
Standard,Singapore,5N Singapore,25-02-2021,Mumbai,IndiGo|IndiGo|IndiGo,2,3
Deluxe,Munnar,3N Munnar,7/8/2021,New Delhi,Spicejet,1,3
Premium,Udaipur,2N Udaipur,25-12-2021,New Delhi,Not Available,0,5
Premium,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,19-12-2021,New Delhi,Air India,0,5
Budget,Madurai|Kodaikanal,1N Madurai . 3N Kodaikanal,1/11/2021,New Delhi,Air India,2,2
Standard,Dharamshala|Dalhousie|Amritsar|Chandigarh,2N Dharamshala . 2N Dalhousie . 1N Amritsar . 1N Chandigarh,3/10/2021,New Delhi,Spicejet,2,3
Luxury,Allepey|Munnar,1N Allepey . 2N Munnar,12/4/2021,New Delhi,IndiGo,0,4
Standard,Gangtok|Darjeeling,2N Gangtok . 3N Darjeeling,4/5/2021,New Delhi,IndiGo,2,3
Deluxe,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,29-06-2021,New Delhi,Spicejet,1,3
Deluxe,Leh,3N Leh,3/3/2021,New Delhi,Spicejet|Spicejet,1,3
Deluxe,Munnar|Kumarakom|Kovalam and Poovar,3N Munnar . 2N Kumarakom . 2N Kovalam and Poovar,29-07-2021,New Delhi,Spicejet,1,3
Premium,Madurai|Rameshwaram|Kanyakumari|Kovalam|Allepey|Thekkady|Munnar,1N Madurai . 1N Rameshwaram . 1N Kanyakumari . 2N Kovalam . 1N Allepey . 1N Thekkady . 2N Munnar,19-03-2021,New Delhi,Spicejet|Spicejet|IndiGo|IndiGo,0,5
Standard,Cochin|Munnar,1N Cochin . 1N Munnar,7/8/2021,Mumbai,Spicejet,2,3
Luxury,Kodaikanal,2N Kodaikanal,7/8/2021,New Delhi,IndiGo,0,4
Deluxe,Shimla|Manali|New Delhi,2N Shimla . 3N Manali . 1N New Delhi,22-10-2021,Mumbai,Not Available,1,3
Standard,Kaziranga|Guwahati,2N Kaziranga . 1N Guwahati,15-10-2021,Mumbai,Spicejet,2,3
Deluxe,Nainital|Corbett|Mussoorie,2N Nainital . 2N Corbett . 2N Mussoorie,9/10/2021,New Delhi,Air India,1,3
Standard,Amritsar|Dalhousie|Dharamshala,2N Amritsar . 2N Dalhousie . 2N Dharamshala,20-04-2021,New Delhi,IndiGo,2,3
Deluxe,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,16-05-2021,New Delhi,Vistara,1,3
Standard,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,15-04-2021,New Delhi,IndiGo|Spicejet,2,3
Deluxe,Tirupati,2N Tirupati,25-04-2021,New Delhi,IndiGo,1,3
Premium,Mysore|Ooty,1N Mysore . 2N Ooty,27-05-2021,New Delhi,Go Air,0,5
Standard,Munnar|Kumarakom,2N Munnar . 2N Kumarakom,21-05-2021,Mumbai,Spicejet,2,3
Standard,Langkawi,3N Langkawi,13-10-2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,2,3
Premium,Kuala Lumpur|Genting,2N Kuala Lumpur . 1N Genting,30-08-2021,Mumbai,Malindo Air|Malindo Air,0,5
Standard,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 2N Chandigarh,18-02-2021,Mumbai,Not Available,2,3
Deluxe,Bangalore|Mysore|Ooty,1N Bangalore . 2N Mysore . 2N Ooty,25-02-2021,New Delhi,IndiGo,1,3
Luxury,Gangtok|Lachung|Gangtok|Darjeeling,2N Gangtok . 2N Lachung . 1N Gangtok . 2N Darjeeling,29-04-2021,New Delhi,IndiGo,0,4
Deluxe,Shimla|Manali|Amritsar,2N Shimla . 3N Manali . 1N Amritsar,4/7/2021,New Delhi,Go Air,1,3
Luxury,Goa,3N Goa,9/11/2021,New Delhi,Not Available,0,4
Standard,Ooty|Kodaikanal,2N Ooty . 3N Kodaikanal,18-03-2021,New Delhi,IndiGo,2,3
Luxury,Udaipur|Jodhpur,3N Udaipur . 2N Jodhpur,4/10/2021,New Delhi,IndiGo|IndiGo,0,4
Deluxe,Jaipur|Ranthambhore,2N Jaipur . 2N Ranthambhore,5/12/2021,New Delhi,Go Air,1,3
Standard,Kuala Lumpur|Bali,2N Kuala Lumpur . 4N Bali,10/9/2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,2,3
Standard,Kuala Lumpur,3N Kuala Lumpur,18-10-2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Standard,Gangtok,5N Gangtok,23-06-2021,New Delhi,IndiGo,2,3
Premium,Gangtok|Lachung|Gangtok,4N Gangtok . 2N Lachung . 2N Gangtok,30-09-2021,New Delhi,IndiGo,0,5
Deluxe,Allepey,2N Allepey,16-04-2021,New Delhi,IndiGo,1,3
Deluxe,Munnar|Thekkady|Allepey|Kovalam and Poovar,3N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,11/3/2021,New Delhi,IndiGo|Spicejet,1,3
Premium,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,8/4/2021,New Delhi,IndiGo,0,5
Luxury,Goa,3N Goa,3/10/2021,New Delhi,Spicejet,0,4
Premium,Gangtok,3N Gangtok,10/3/2021,New Delhi,Not Available,0,5
Standard,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 3N Kovalam,31-01-2021,New Delhi,IndiGo,2,3
Standard,Jaipur|Ranthambhore|Jaipur,1N Jaipur . 1N Ranthambhore . 1N Jaipur,26-06-2021,Mumbai,Not Available,2,3
Premium,Ooty|Kodaikanal,2N Ooty . 3N Kodaikanal,4/7/2021,New Delhi,Spicejet,0,5
Deluxe,Shimla,4N Shimla,10/2/2021,Mumbai,Not Available,1,3
Deluxe,Shimla|Manali,2N Shimla . 4N Manali,25-06-2021,Mumbai,Spicejet,1,3
Standard,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,15-12-2021,New Delhi,IndiGo,2,3
Deluxe,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,25-04-2022,New Delhi,IndiGo,1,3
Premium,Jaipur,3N Jaipur,2/8/2021,New Delhi,IndiGo,0,5
Premium,Chennai|Mahabalipuram,2N Chennai . 2N Mahabalipuram,19-04-2021,New Delhi,Spicejet,0,5
Deluxe,Jaipur,2N Jaipur,16-10-2021,New Delhi,Not Available,1,3
Luxury,Amritsar,2N Amritsar,14-04-2021,New Delhi,Spicejet,0,4
Luxury,Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Pelling . 2N Darjeeling,5/6/2021,Mumbai,Spicejet,0,4
Luxury,Udaipur,2N Udaipur,25-09-2021,New Delhi,Not Available,0,4
Premium,Singapore|Singapore Cruise|Singapore,1N Singapore . 2N Singapore Cruise . 1N Singapore,13-05-2021,New Delhi,IndiGo|IndiGo,0,5
Deluxe,Kovalam and Poovar|Allepey|Thekkady|Munnar,2N Kovalam and Poovar . 2N Allepey . 1N Thekkady . 2N Munnar,16-10-2021,Mumbai,Spicejet|IndiGo,1,3
Standard,Nainital|Ranikhet|New Delhi,2N Nainital . 1N Ranikhet . 1N New Delhi,25-02-2021,New Delhi,Spicejet,2,3
Luxury,Leh,4N Leh,1/12/2021,New Delhi,Spicejet,0,4
Deluxe,Manali|Kasol,3N Manali . 2N Kasol,18-01-2022,New Delhi,Go Air,1,3
Standard,Shimla|Chail,3N Shimla . 1N Chail,31-03-2021,New Delhi,Spicejet,2,3
Deluxe,Kovalam and Poovar|Kanyakumari,2N Kovalam and Poovar . 1N Kanyakumari,4/5/2021,New Delhi,IndiGo,1,3
Budget,Leh,3N Leh,24-11-2021,Mumbai,AirAsia|Spicejet,2,2
Standard,Parwanoo|Shimla,1N Parwanoo . 2N Shimla,7/3/2021,Mumbai,Not Available,2,3
Deluxe,Shillong|Guwahati,2N Shillong . 2N Guwahati,4/5/2021,New Delhi,Spicejet,1,3
Deluxe,Ooty,2N Ooty,19-02-2021,Mumbai,Spicejet,1,3
Standard,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,1/9/2021,New Delhi,Not Available,2,3
Deluxe,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 2N Pahalgam . 1N Srinagar,26-09-2021,Mumbai,IndiGo|IndiGo,1,3
Luxury,Corbett|Ranikhet|Nainital,2N Corbett . 2N Ranikhet . 2N Nainital,8/5/2021,Mumbai,Not Available,0,4
Premium,Kuala Lumpur|Bali,2N Kuala Lumpur . 3N Bali,1/1/2022,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,0,5
Luxury,Udaipur,3N Udaipur,18-05-2021,New Delhi,IndiGo,0,4
Luxury,New Delhi|Haridwar|Rishikesh|Mussoorie,1N New Delhi . 1N Haridwar . 1N Rishikesh . 2N Mussoorie,15-01-2022,New Delhi,Go Air,0,4
Deluxe,Port Blair|Havelock|Port Blair,1N Port Blair . 3N Havelock . 1N Port Blair,4/3/2021,New Delhi,IndiGo|IndiGo,1,3
Premium,Madurai|Rameshwaram|Kumbakonam|Tanjore|Tiruchirapally|Kodaikanal,1N Madurai . 2N Rameshwaram . 2N Kumbakonam . 1N Tanjore . 1N Tiruchirapally . 2N Kodaikanal,8/4/2022,New Delhi,Air India,0,5
Standard,Jaipur|Mandawa|Bikaner|Jaisalmer|Jodhpur,1N Jaipur . 1N Mandawa . 1N Bikaner . 1N Jaisalmer . 1N Jodhpur,6/6/2021,Mumbai,Go Air|IndiGo,2,3
Luxury,Chandigarh|Manali,1N Chandigarh . 3N Manali,3/9/2021,New Delhi,Not Available,0,4
Standard,Munnar|Thekkady,2N Munnar . 1N Thekkady,4/5/2021,New Delhi,IndiGo,2,3
Premium,Coorg|Wayanad,2N Coorg . 2N Wayanad,19-07-2021,New Delhi,Go Air,0,5
Deluxe,Dalhousie|Dharamshala,2N Dalhousie . 2N Dharamshala,20-01-2022,New Delhi,Air India,1,3
Deluxe,Manali,3N Manali,22-03-2021,New Delhi,Not Available,1,3
Premium,Tiruchirapally|Tanjore|Kumbakonam,1N Tiruchirapally . 1N Tanjore . 1N Kumbakonam,27-09-2021,New Delhi,Spicejet,0,5
Premium,Pelling|Gangtok|Darjeeling,1N Pelling . 3N Gangtok . 2N Darjeeling,26-05-2021,New Delhi,Spicejet,0,5
Luxury,Pattaya|Bangkok,3N Pattaya . 2N Bangkok,5/10/2021,Mumbai,Go Air|Go Air,0,4
Standard,Nuwara Eliya|Yala|Galle|Bentota|Colombo,1N Nuwara Eliya . 1N Yala . 1N Galle . 1N Bentota . 1N Colombo,8/1/2022,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,2,3
Standard,Sigiriya|Trincomalee|Kandy|Colombo,1N Sigiriya . 1N Trincomalee . 2N Kandy . 1N Colombo,30-09-2021,New Delhi,Air India|Air India|Air India|Air India,2,3
Premium,Port Blair|Havelock|Port Blair,2N Port Blair . 1N Havelock . 1N Port Blair,24-06-2021,New Delhi,Go Air,0,5
Standard,Cochin|Munnar|Allepey|Cochin,1N Cochin . 2N Munnar . 1N Allepey . 1N Cochin,1/9/2021,Mumbai,IndiGo,2,3
Deluxe,Tanjore|Kumbakonam|Tiruchirapally,1N Tanjore . 2N Kumbakonam . 1N Tiruchirapally,28-07-2021,New Delhi,IndiGo|Air India,1,3
Luxury,Shimla|Manali|Dharamshala|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,13-08-2021,Mumbai,Go Air|IndiGo,0,4
Premium,Darjeeling|Kalimpong|Gangtok,2N Darjeeling . 1N Kalimpong . 2N Gangtok,29-09-2021,New Delhi,Not Available,0,5
Standard,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,21-02-2021,New Delhi,IndiGo,2,3
Premium,Munnar,3N Munnar,15-05-2021,Mumbai,Spicejet,0,5
Budget,Paris,4N Paris,15-06-2021,New Delhi,Oman Air|Oman Air|Oman Air|Oman Air,2,2
Standard,Singapore|Batam|Singapore,2N Singapore . 2N Batam . 2N Singapore,23-09-2021,New Delhi,Srilankan Airlines|Srilankan Airlines|Srilankan Airlines|Srilankan Airlines,2,3
Premium,Wayanad,2N Wayanad,7/2/2021,New Delhi,Go Air,0,5
Budget,Shillong|Kaziranga|Guwahati,2N Shillong . 2N Kaziranga . 1N Guwahati,4/4/2021,New Delhi,Air India,2,2
